bond_code,bond_price,convert_value,premium_rate,ytm,remaining_size,convert_price,maturity_redemption_price,coupon_rate_1,coupon_rate_2,coupon_rate_3,coupon_rate_4,coupon_rate_5,coupon_rate_6,coupon_rate_7,coupon_rate_8,coupon_rate_9,coupon_rate_10
110085,123.637,50.434,145.1461,-5.4176,120.0,34.6,109.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
127055,177.6,144.703,22.7342,-17.8552,5.77,18.5,115.0,0.3,0.5,1.0,1.5,2.0,3.0,,,,
113640,138.643,109.593,26.5072,-8.2396,9.57211,17.2,115.0,0.4,0.6,1.0,1.5,2.0,3.0,,,,
127054,130.87,90.935,43.916,-6.9347,5.1364,7.06,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123137,,50.15,,,8.97,227.02,113.0,0.3,0.4,1.0,1.5,2.0,2.5,,,,
118005,127.218,40.922,210.8792,-6.5872,8.3,99.09,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127053,210.03,170.459,23.2144,-23.2729,8.24,17.23,118.0,0.3,0.6,1.0,1.6,2.5,3.0,,,,
113639,,161.09,,,5.7,39.09,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123136,,59.915,,,4.6,21.18,115.0,0.3,0.5,0.8,1.6,2.5,3.0,,,,
113053,134.597,107.943,24.6927,-10.8534,70.0,17.5,107.0,0.2,0.4,0.8,1.2,1.6,2.0,,,,
118004,158.113,131.347,20.3781,-14.4558,4.65,34.74,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
113638,129.559,60.593,113.8184,-6.9094,6.0,16.19,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123135,,32.284,,,2.1,87.38,115.0,0.5,0.8,1.2,1.8,2.2,2.8,,,,
123134,,56.195,,,2.79,92.5,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
113052,121.561,90.936,33.6775,-4.8098,500.0,20.63,109.0,0.2,0.4,1.0,1.5,2.3,3.0,,,,
110084,127.434,91.561,39.1793,-6.9906,10.0,7.11,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127052,,60.47,,,11.1,28.08,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123133,131.682,84.471,55.8902,-6.4031,7.2,17.58,115.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
113637,,133.179,,,8.0,12.99,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123132,,82.451,,,7.0,28.32,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
113636,126.245,64.174,96.723,-4.0352,10.0,26.74,115.0,0.3,0.5,0.8,1.5,2.5,3.0,,,,
113635,,30.817,,,13.5,46.37,115.0,0.3,0.5,1.0,1.3,1.5,1.8,,,,
113634,129.557,65.043,99.1867,-5.7821,7.51713,95.46,115.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
111002,137.617,102.711,33.9847,-10.1628,6.7,13.65,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123131,284.035,225.944,25.7104,-34.7087,6.35,10.06,115.0,0.5,0.7,1.2,1.8,2.5,2.8,,,,
113633,120.854,35.213,243.2085,-4.4566,10.4,173.8,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
118003,144.194,117.62,22.5931,-13.3859,8.0,26.22,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113632,138.401,120.432,14.9205,-10.8026,20.5,18.99,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127051,,115.297,,,5.26,62.17,115.0,0.4,0.6,1.0,1.6,2.5,3.0,,,,
127050,134.485,91.116,47.5976,-10.3547,21.989391,19.36,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
110083,,119.742,,,50.0,5.42,107.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
123130,,62.811,,,3.76,11.24,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113631,138.795,123.348,12.5231,-11.9999,9.3,6.81,110.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
111001,137.205,79.159,73.3284,-12.3233,6.0,11.18,108.0,0.3,0.5,1.0,1.5,1.8,2.3,,,,
123129,137.0,125.126,9.4896,-10.2924,6.0,7.92,112.0,0.4,0.6,1.0,1.5,2.3,2.7,,,,
127049,116.285,77.904,49.267,-4.1192,81.5,10.59,107.0,0.2,0.4,0.8,1.2,1.6,2.0,,,,
123128,,87.57,,,13.794971,25.02,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123127,,95.081,,,4.0,37.0,110.0,0.4,0.6,1.1,1.8,2.3,2.8,,,,
110082,,38.78,,,20.0,72.28,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113630,,44.377,,,7.0,32.9,115.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
127048,,336.833,,,2.7,22.1,115.0,0.4,0.8,1.2,1.8,2.5,3.0,,,,
127047,135.749,119.804,13.3092,-8.7278,15.0,5.1,115.0,0.3,0.5,1.0,1.6,2.0,2.5,,,,
127046,128.989,84.149,53.2864,-8.8176,11.28,20.63,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113629,,33.956,,,6.2,23.03,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123126,142.015,121.134,17.2379,-8.9341,3.4,11.64,120.0,0.5,0.8,1.8,3.0,3.5,4.0,,,,
123125,,92.504,,,9.0,17.61,105.0,0.1,0.3,0.8,1.3,1.8,2.3,,,,
113628,,220.521,,,4.15,13.06,115.0,0.5,0.7,1.0,2.0,2.5,3.0,,,,
127045,132.4,101.783,30.0807,-12.9789,95.5,43.74,107.0,0.2,0.4,0.8,1.2,1.5,2.0,,,,
123124,136.577,86.878,57.2055,-14.6229,5.23,16.69,107.0,0.2,0.3,0.4,1.5,1.8,2.0,,,,
127044,122.01,57.006,114.0301,-4.8381,11.6893,19.84,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
118002,,37.379,,,52.52,50.51,115.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127043,,182.683,,,11.6,21.02,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123123,,264.491,,,5.165,51.93,115.0,0.4,0.6,1.2,1.8,2.5,3.0,,,,
127042,,518.686,,,7.5,4.87,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123122,124.272,44.694,178.0507,-4.2918,5.8119,91.69,115.0,0.3,0.5,1.0,1.5,2.0,2.5,,,,
123121,140.701,102.868,36.7782,-12.1183,8.4,73.56,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123120,,125.387,,,7.989283,7.76,115.0,0.4,0.7,1.0,1.6,2.4,3.0,,,,
110081,114.3,74.312,53.811,-2.9407,86.0,43.6,108.0,0.1,0.2,0.3,1.5,1.8,2.0,,,,
118001,,8.781,,,5.99901,271.62,115.0,0.5,0.7,1.2,1.8,2.4,2.8,,,,
113627,119.389,65.709,81.6935,-4.8776,8.0,20.88,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123119,126.3,86.459,46.0808,-7.5943,20.0,15.73,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127041,122.971,106.118,15.8814,-21.9218,6.0,17.0,115.0,0.5,0.75,1.0,1.5,2.5,,,,,
123118,826.221,786.679,5.0264,-66.9458,3.2,11.11,115.0,0.5,0.7,1.2,1.8,2.5,3.0,,,,
127040,136.494,119.869,13.8693,-15.2632,45.574186,7.65,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
127039,,131.377,,,30.0,8.35,108.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
113626,,127.389,,,9.02,36.0,116.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123117,119.994,45.847,161.727,-5.4938,10.0,38.65,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113051,164.978,162.162,1.7365,-26.047,30.0,3.33,110.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
113050,,110.594,,,200.0,10.1,107.0,0.2,0.4,0.7,1.2,1.7,2.0,,,,
113625,125.136,67.44,85.5516,-3.0615,5.83,19.84,118.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
113049,114.976,53.371,115.4279,-4.665,35.0,39.16,107.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
127038,128.561,70.894,81.3426,-10.798,15.0,97.3,110.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123116,,139.815,,,3.7875,49.78,115.0,0.4,0.7,1.0,1.8,2.5,3.5,,,,
123115,,96.241,,,11.95,29.0,113.0,0.4,0.6,1.0,1.5,2.0,3.0,,,,
127037,548.0,428.681,27.834,-66.3775,7.0,10.39,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127036,,201.81,,,30.0,21.55,110.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
127035,,118.284,,,6.263903,4.43,108.8,0.6,0.8,1.5,3.0,3.8,,,,,
123114,142.5,110.991,28.3888,-15.0774,9.043727,31.39,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
111000,141.113,120.058,17.5374,-14.72,10.0,17.35,115.0,0.4,0.6,1.0,1.5,2.0,3.0,,,,
127034,138.336,105.474,31.1565,-15.0735,7.12,11.51,113.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
113624,135.895,95.765,41.9047,-12.4899,4.05,20.07,115.0,0.5,0.7,1.2,1.8,2.4,3.0,,,,
113048,135.783,131.556,3.2131,-15.0466,30.0,4.5,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123113,121.74,62.429,95.0055,-5.1984,10.248929,31.86,113.0,0.4,0.6,1.0,1.5,2.0,3.0,,,,
127033,,84.697,,,11.6,3.79,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
110080,,143.506,,,15.5,6.16,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
127032,,100.24,,,50.0,8.34,110.0,0.2,0.4,1.0,1.5,2.0,2.5,,,,
113047,,45.399,,,15.0,13.15,110.0,0.2,0.4,0.6,1.0,1.8,2.0,,,,
113623,,100.723,,,25.0,16.6,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123112,139.0,94.699,46.7809,-12.8604,2.457212,8.3,118.0,0.4,0.7,1.0,1.8,2.5,3.0,,,,
123111,,70.869,,,158.0,28.08,107.0,0.2,0.3,0.4,0.8,1.8,2.0,,,,
123110,,51.284,,,2.7,26.48,115.0,0.4,0.6,1.2,1.8,2.4,3.0,,,,
123109,128.736,57.148,125.2677,-8.5927,4.6,26.72,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123108,,57.861,,,16.38,27.86,107.8,0.3,0.5,1.0,1.5,1.8,,,,,
110079,,97.714,,,150.0,17.06,108.0,0.2,0.4,0.8,1.2,1.8,2.0,,,,
123107,129.174,103.438,24.8806,-14.8863,92.97,16.29,108.0,0.2,0.5,1.0,1.5,1.8,2.0,,,,
127031,133.5,92.92,43.672,-16.1602,10.0,17.09,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113622,,108.475,,,11.5,23.48,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123106,,270.612,,,3.2,7.52,120.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
113046,129.01,93.023,38.6861,-14.9088,15.0,10.32,110.0,0.3,0.5,0.8,1.5,1.8,2.0,,,,
128145,,61.798,,,3.8,19.24,110.0,0.3,0.6,1.0,1.5,2.0,2.5,,,,
127030,124.061,81.756,51.7454,-13.0985,50.0,13.21,108.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123105,,184.669,,,8.0,9.98,115.0,0.4,0.6,1.0,1.6,2.5,3.0,,,,
127029,,111.774,,,9.6,6.03,113.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123104,130.823,48.642,168.9507,-8.5119,9.70265,17.31,120.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123103,,24.79,,,2.85,79.87,115.0,0.5,0.7,1.2,1.8,2.2,2.8,,,,
123102,,174.03,,,6.7,9.28,119.0,0.4,0.6,1.2,2.2,3.5,4.0,,,,
123101,,59.148,,,6.7,42.25,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113620,,26.622,,,10.0,14.8,116.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113045,,169.877,,,34.5,20.25,108.0,0.1,0.2,0.6,1.3,1.8,2.0,,,,
128144,,124.666,,,9.8,14.23,110.0,0.3,0.5,0.8,1.0,1.5,2.0,,,,
118000,119.949,121.037,-0.8989,,12.4,33.18,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
404005,,,,,8.5,3.0,118.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
123099,,,,,8.5,46.22,118.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
123100,,67.797,,,3.8,15.34,,0.4,0.6,1.0,1.5,2.0,3.0,,,,
123098,,67.671,,,4.8,45.78,118.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123097,,314.882,,,3.0,9.34,115.0,0.5,0.7,1.2,1.8,2.4,2.9,,,,
113621,,152.609,,,8.0018,32.96,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123096,,48.489,,,8.17,8.27,118.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
113042,125.168,114.469,9.3466,-12.5984,200.0,8.57,112.0,0.3,0.8,1.5,2.8,3.5,4.0,,,,
123094,,46.29,,,10.0,31.54,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113619,,194.943,,,10.0,26.5,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123093,,62.386,,,2.5,49.29,120.0,0.5,0.8,1.5,3.0,3.5,4.0,,,,
113618,161.141,152.162,5.9009,-39.4281,5.2,21.28,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128143,,377.796,,,2.45,17.97,115.0,0.5,0.7,1.2,1.8,2.5,3.0,,,,
127028,,53.896,,,6.0,19.89,,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113616,117.428,64.323,82.5599,-8.3409,24.4,159.12,110.0,0.2,0.4,0.6,1.5,1.8,2.0,,,,
123092,141.264,136.145,3.76,-24.8746,4.23,4.98,115.0,0.5,0.7,1.2,1.8,2.4,2.8,,,,
123091,141.612,114.733,23.4274,-29.0277,5.5,15.34,111.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113615,611.59,500.085,22.2972,-109.6919,10.0,11.78,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
123090,114.188,45.502,150.9516,-2.5921,5.0,34.46,112.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123089,,110.5,,,5.0,8.0,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
128142,131.0,101.454,29.1226,-21.9294,7.18,17.88,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128141,134.447,131.903,1.9287,-24.968,14.0,13.98,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113614,,25.342,,,7.8,38.04,109.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123087,,104.622,,,6.73,24.23,115.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
123088,139.78,109.626,27.5062,-24.5269,3.0138,14.96,115.0,0.5,0.7,1.2,1.8,2.4,2.8,,,,
113044,,68.93,,,320.0,7.66,108.0,0.2,0.5,1.0,1.8,2.6,3.0,,,,
123086,,151.055,,,7.3,15.16,,0.4,0.6,1.0,1.5,2.0,3.0,,,,
123085,136.5,115.631,18.0479,-29.3311,9.0,4.99,108.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
127027,124.89,98.294,27.0576,-16.8135,28.0,2.93,110.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113043,124.889,96.139,29.9046,-21.3292,38.0,8.03,106.0,0.2,0.4,0.6,1.0,2.0,2.5,,,,
123084,,338.82,,,2.8,11.36,115.0,0.5,0.7,1.2,2.0,2.5,4.0,,,,
123083,,107.001,,,8.0,15.57,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113612,,82.443,,,5.2,20.79,115.0,0.5,0.7,1.0,1.5,2.5,3.0,,,,
127026,134.269,111.784,20.1147,-27.8051,7.0,12.22,108.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128140,,190.395,,,10.9,26.55,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123082,,83.085,,,5.0,11.41,115.0,0.5,0.7,1.2,1.8,2.5,3.0,,,,
123081,,59.583,,,5.7,64.28,,0.4,0.6,1.0,1.8,2.5,3.0,,,,
123080,140.124,99.033,41.4922,-20.8987,2.45,11.38,120.0,0.5,0.8,1.2,1.8,2.2,2.8,,,,
123079,,125.996,,,5.77,15.31,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113611,,25.499,,,17.0,73.69,108.0,0.25,0.45,0.75,0.95,1.45,1.75,,,,
113610,122.581,68.154,79.8588,,5.25,6.5,,0.4,0.7,1.0,1.5,2.5,3.0,,,,
128139,,78.97,,,6.470054,37.28,115.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123078,,131.127,,,8.25,19.34,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113609,,88.25,,,8.8648,20.34,115.0,0.4,0.6,1.0,1.5,2.0,3.0,,,,
123077,,208.025,,,9.3715,9.72,120.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
110077,217.581,205.943,5.6511,-75.5626,18.0,4.88,110.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
123076,132.1,98.898,33.572,-22.1893,8.5,12.7,113.0,0.4,0.6,1.0,1.5,2.0,2.0,,,,
128138,133.712,90.027,48.5243,-4.2965,4.2,14.64,130.0,0.4,0.6,1.0,2.0,2.5,3.0,,,,
113608,,30.301,,,4.2,19.24,115.0,0.5,0.7,1.2,1.8,2.4,2.8,,,,
127025,105.972,38.663,174.0915,0.0431,28.2,13.01,106.0,0.2,0.4,0.8,1.2,1.5,2.0,,,,
127024,131.999,117.34,12.4928,-27.2972,14.761896,7.67,110.0,0.2,0.5,0.8,1.5,1.8,2.0,,,,
128137,188.531,166.969,12.9138,-66.4875,6.0,26.46,112.0,0.4,0.6,1.0,1.5,1.8,2.0,,,,
113041,,474.18,,,60.0,7.01,106.0,0.2,0.4,0.6,0.8,1.5,,,,,
128136,127.429,91.067,39.9288,-25.0853,30.0,55.97,108.0,0.1,0.2,0.3,1.5,1.8,2.0,,,,
123075,,89.912,,,6.0,23.99,110.0,0.4,0.6,1.0,1.5,2.0,2.5,,,,
110076,120.403,45.765,163.0897,-14.2797,18.426,33.06,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113607,,120.491,,,12.0,22.01,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113606,,60.114,,,6.0,33.32,115.0,0.5,0.7,1.0,1.5,2.5,3.0,,,,
123074,,56.959,,,3.245,29.53,118.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
123073,,20.611,,,3.6,36.34,116.0,0.5,0.7,1.2,1.8,2.2,2.8,,,,
127023,,101.544,,,40.0,5.18,106.0,0.2,0.4,0.8,1.2,1.5,2.0,,,,
113605,125.114,101.21,23.6182,-21.0109,14.05,17.35,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
113040,,78.253,,,15.0,158.0,108.0,0.2,0.4,0.6,0.8,1.5,2.0,,,,
123071,132.6,112.09,18.2978,,7.0,6.7,,0.4,0.6,1.0,1.6,2.5,3.0,,,,
123072,126.976,37.679,236.9941,-9.6013,1.42,32.91,120.0,0.5,0.8,1.8,3.0,3.5,4.0,,,,
128135,114.635,37.958,202.0048,0.5591,13.4,55.93,115.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123070,,290.278,,,8.9,20.16,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
123069,,160.366,,,3.68,19.15,120.0,0.4,0.6,1.0,1.5,2.5,3.0,,,,
127022,,140.044,,,20.0,9.14,,0.2,0.4,0.6,1.2,1.5,2.0,,,,
110075,120.906,93.355,29.5121,-21.4383,160.0,6.17,106.5,0.2,0.4,0.6,0.8,1.5,2.0,,,,
123068,,165.203,,,5.7,18.45,115.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
113604,,77.682,,,6.4,10.44,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128134,128.271,93.952,36.5282,-26.4094,18.8,21.99,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
113603,,265.997,,,8.0,23.88,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128133,,74.867,,,8.0,30.12,112.0,0.4,0.6,1.0,1.5,1.8,2.5,,,,
123067,,116.738,,,3.88,9.38,115.0,0.4,0.8,1.0,1.5,2.5,3.0,,,,
123066,,83.614,,,3.2,22.58,115.0,0.4,0.7,1.0,1.8,2.5,3.5,,,,
128132,,86.645,,,8.5,18.57,,0.4,0.6,1.0,1.5,1.8,2.0,,,,
128131,,73.337,,,14.0,19.54,110.0,0.3,0.6,1.0,1.5,1.8,2.0,,,,
123065,128.67,60.126,114.0006,-23.9534,2.19,23.8,115.0,0.4,0.7,1.0,1.8,2.5,3.5,,,,
123064,120.4,88.768,35.6345,-19.8427,6.0,21.1,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
128130,,152.647,,,12.8,3.4,110.0,0.3,0.5,1.0,1.5,1.8,2.0,,,,
