股票代码,股票名称,现价,总市值(亿),流通市值(亿),PE(动),净利润(亿),年度涨跌幅(%),单周最大涨幅(%),单周最大跌幅(%),平均换手率(%),峰值换手率(%),价格区间高,价格区间低,价格波幅(%),波段次数,放量日数,最长连续放量,高位放量日,最大量比,平均放量倍数
002470,金正大,1.8,59.15,59.14,-150.5,,-4.76,8.7,-11.59,9.62,22.32,2.13,1.56,36.54,33,9,4,3,2.5,2.25
603107,上海汽配,15.18,51.21,33.12,28.43,1.8,-3.13,5.15,-8.98,7.02,19.72,18.02,13.17,36.83,25,7,4,3,3.81,2.71
601368,绿城水务,5.11,45.12,45.12,25.0,1.8,12.56,8.58,-6.16,3.37,13.21,5.4,4.34,24.42,33,7,4,3,4.32,3.19
000544,中原环保,8.42,82.07,82.07,6.0,13.68,2.06,5.02,-8.19,2.69,8.2,9.18,7.34,25.07,27,7,4,3,4.94,2.6
301479,弘景光电,91.39,81.31,19.19,43.07,1.89,-4.8,17.13,-14.8,54.51,226.12,120.59,66.81,80.5,27,7,3,3,3.03,2.53
301628,强达电路,94.18,70.99,30.73,55.27,1.28,-14.65,15.25,-12.19,48.78,198.88,119.58,64.8,84.54,31,13,3,3,3.76,2.69
001378,德冠新材,24.06,32.08,15.82,40.44,0.79,15.01,5.19,-8.55,9.35,41.23,24.45,18.25,33.97,27,6,3,3,7.05,3.55
603995,甬金股份,18.71,68.41,68.41,11.4,6.0,-1.16,8.4,-12.1,8.27,39.06,21.38,15.25,40.2,28,12,3,3,5.85,3.16
605218,伟时电子,19.33,41.14,41.14,127.02,0.32,-14.73,6.73,-11.74,7.24,28.02,26.82,15.53,72.7,21,7,3,3,4.83,3.14
002538,司尔特,6.45,55.05,55.05,26.59,2.07,17.06,10.89,-14.11,9.04,26.7,7.0,4.69,49.25,30,9,3,3,4.05,2.92
000897,津滨发展,2.32,37.52,37.52,154.65,0.24,7.91,6.17,-8.03,10.44,26.15,2.63,1.89,39.15,33,6,3,3,2.5,2.27
600771,广誉远,18.58,90.95,90.95,86.47,1.05,4.68,10.33,-6.53,7.57,21.05,23.18,16.21,43.0,29,8,3,3,4.48,2.91
603348,文灿股份,20.73,65.19,65.19,2074.06,0.03,-10.03,10.43,-10.75,7.75,19.03,26.71,18.13,47.32,31,6,3,3,3.24,2.63
300396,迪瑞医疗,13.76,37.52,37.47,-32.25,,-5.1,9.21,-7.84,7.17,17.67,17.13,12.01,42.63,25,8,3,3,3.38,2.57
300187,永清环保,5.08,32.8,32.62,24.9,1.32,8.32,6.1,-9.74,5.43,13.35,5.68,4.02,41.29,35,5,3,3,3.72,2.83
600664,哈药股份,3.57,89.91,89.91,20.52,4.38,-3.77,8.24,-9.95,9.17,31.46,4.15,3.06,35.62,31,7,2,3,3.65,2.41
002016,世荣兆业,5.88,47.57,47.57,28.76,1.65,7.89,17.29,-15.43,7.34,30.24,8.51,4.96,71.57,34,6,2,3,2.83,2.43
000990,诚志股份,8.1,98.43,98.43,71.27,1.38,10.35,8.39,-6.94,4.89,12.46,8.24,6.69,23.17,30,11,2,3,3.36,2.39
300968,格林精密,15.23,62.96,62.96,243.94,0.26,-14.34,11.08,-14.41,12.58,33.4,21.92,11.71,87.19,32,14,12,2,4.16,2.74
688716,中研股份,42.99,52.31,30.06,376.26,0.14,-0.46,23.49,-11.48,43.47,127.67,59.95,24.21,147.62,27,19,10,2,3.24,2.57
301121,紫建电子,39.53,39.07,20.0,241.51,0.16,10.82,13.36,-14.49,38.06,98.22,55.55,28.53,94.71,26,10,9,2,3.28,2.53
603255,鼎际得,29.82,40.14,18.09,331.11,0.12,1.33,11.24,-9.6,13.73,36.64,40.95,21.33,91.98,22,13,9,2,3.48,2.52
300947,德必集团,21.38,32.31,32.3,241.23,0.13,19.84,23.68,-17.69,25.09,63.65,28.8,13.8,108.7,29,13,8,2,4.86,3.03
600503,华丽家族,2.83,45.34,45.34,-130.51,,16.46,14.46,-11.28,17.35,81.45,3.99,2.03,96.55,25,16,7,2,5.13,3.12
002791,坚朗五金,21.72,76.86,41.55,348.11,0.22,-0.28,7.81,-8.83,15.38,50.87,26.75,20.05,33.42,28,11,7,2,3.65,2.47
600576,祥源文旅,6.52,68.76,43.06,33.01,2.08,-16.62,17.64,-15.93,14.94,50.18,10.82,5.58,93.91,28,14,7,2,6.53,3.12
002992,宝明科技,47.08,85.15,74.4,-1271.1,,-16.72,20.41,-13.64,8.91,40.19,81.8,46.86,74.56,26,13,7,2,4.72,2.74
301535,浙江华远,22.7,96.54,14.48,91.71,1.05,1.2,9.62,-23.87,67.73,233.36,31.78,16.1,97.39,22,11,6,2,3.54,2.64
300688,创业黑马,32.66,54.67,48.46,-164.46,,0.74,19.19,-11.22,35.43,152.93,41.8,21.79,91.83,31,8,6,2,2.83,2.46
300386,飞天诚信,17.57,73.45,44.06,530.64,0.14,16.43,15.84,-11.27,37.56,125.52,24.0,10.76,123.05,27,15,6,2,4.97,2.59
002449,国星光电,8.72,53.93,53.93,129.98,0.41,-18.81,10.92,-10.18,22.67,119.74,12.33,6.93,77.92,28,13,6,2,4.33,2.66
002733,雄韬股份,20.33,78.11,74.99,55.07,1.42,13.26,17.93,-15.83,29.86,87.96,26.23,11.98,118.95,30,11,6,2,4.84,2.81
300758,七彩化学,14.04,57.01,51.43,58.26,0.98,1.74,13.25,-11.07,25.63,84.35,18.57,11.7,58.72,29,12,6,2,3.72,2.6
600215,派斯林,7.95,36.32,36.32,-32.2,,-0.75,18.32,-16.73,16.03,70.45,10.72,6.3,70.16,38,12,6,2,6.11,3.44
300787,海能实业,12.09,37.89,23.09,32.32,1.17,15.58,10.51,-14.35,16.73,48.58,16.21,7.93,104.41,26,13,6,2,4.24,2.77
002479,富春环保,5.04,43.6,43.5,13.44,3.24,11.5,20.09,-10.37,8.47,48.15,5.78,4.06,42.36,29,11,6,2,5.25,2.92
002962,五方光电,14.79,43.14,30.94,89.1,0.48,-6.92,5.85,-11.3,13.67,35.05,17.25,11.86,45.45,24,11,6,2,2.82,2.46
300105,龙源技术,7.48,38.58,38.58,76.84,0.5,12.82,8.25,-11.05,11.15,27.87,8.53,5.53,54.25,25,8,6,2,2.73,2.31
603082,北自科技,37.25,60.43,15.11,38.55,1.57,-4.78,17.33,-10.15,32.95,184.24,47.87,31.86,50.25,28,8,5,2,2.56,2.32
002861,瀛通通讯,18.94,35.28,28.44,-74.22,,12.47,32.08,-13.69,45.94,162.73,21.75,9.45,130.16,31,9,5,2,3.6,2.6
603070,万控智造,13.5,54.14,53.38,67.51,0.8,-2.95,13.69,-11.45,14.5,105.05,16.42,10.32,59.11,29,6,5,2,7.01,3.49
300673,佩蒂股份,18.34,45.64,29.7,30.13,1.51,2.29,13.42,-11.09,24.33,83.46,20.74,11.95,73.56,28,9,5,2,3.0,2.4
002835,同为股份,16.83,36.94,21.42,23.62,1.56,-10.1,7.64,-14.29,17.45,80.62,23.35,13.4,74.25,19,7,5,2,7.41,3.63
003038,鑫铂股份,16.18,39.43,26.78,445.68,0.09,-2.0,16.33,-11.94,15.63,77.22,23.44,14.66,59.89,28,14,5,2,5.81,3.38
002117,东港股份,12.15,63.63,63.61,38.76,1.64,-7.88,13.51,-13.0,22.63,71.37,15.24,9.5,60.42,31,13,5,2,3.58,2.57
300705,九典制药,15.86,79.35,58.52,14.64,5.42,3.66,11.39,-10.61,22.24,54.25,20.66,14.1,46.52,27,8,5,2,2.77,2.37
002973,侨银股份,13.9,56.8,43.3,28.37,2.0,17.1,23.85,-13.8,14.94,47.02,16.89,8.9,89.78,25,14,5,2,6.58,3.05
603922,金鸿顺,18.28,32.76,32.76,156.41,0.21,-18.03,21.05,-28.48,17.11,46.22,28.22,15.55,81.48,30,16,5,2,3.76,2.49
000926,福星股份,2.31,36.8,36.34,-3.18,,-1.28,20.56,-19.36,13.61,43.11,3.49,1.91,82.72,26,10,5,2,5.44,2.92
300788,中信出版,30.73,58.43,58.43,27.25,2.14,-6.11,8.24,-10.04,8.51,40.84,39.42,25.09,57.11,29,12,5,2,5.7,2.82
300973,立高食品,44.52,75.39,51.88,22.81,3.31,15.22,12.94,-9.28,13.64,35.7,56.51,33.03,71.09,24,15,5,2,3.49,2.49
601500,通用股份,4.84,76.92,76.62,52.39,1.47,-14.18,10.82,-12.52,9.09,27.51,6.09,4.08,49.26,32,10,5,2,5.31,3.14
605080,浙江自然,24.31,34.41,34.12,14.15,2.43,-17.9,15.05,-17.79,10.25,24.55,34.68,19.89,74.36,27,13,5,2,3.91,2.52
600469,风神股份,6.53,47.63,47.63,15.97,2.98,9.38,9.56,-10.67,5.26,24.41,7.38,4.68,57.69,26,5,5,2,5.05,3.59
002480,新筑股份,6.29,48.38,48.29,-85.8,,19.81,16.37,-8.79,9.73,24.0,7.91,4.57,73.09,36,10,5,2,4.33,2.63
300755,华致酒行,17.56,73.19,73.13,-27.62,,0.17,24.01,-11.9,7.09,21.94,23.85,13.32,79.05,28,15,5,2,3.48,2.56
688087,英科再生,30.81,59.79,57.38,19.82,3.02,-0.77,11.29,-11.5,5.45,13.62,33.09,19.24,71.99,26,10,5,2,4.33,2.84
688620,安凯微,12.72,49.86,29.55,-45.47,,12.57,51.32,-14.24,27.43,139.89,22.27,8.78,153.64,21,9,4,2,3.81,2.89
300354,东华测试,47.16,65.23,38.35,48.32,1.35,13.75,25.15,-9.49,30.19,82.81,56.4,33.02,70.81,26,9,4,2,3.2,2.56
600520,三佳科技,25.81,40.89,40.89,605.98,0.07,-18.01,6.99,-9.37,16.69,75.51,39.37,24.36,61.62,25,14,4,2,4.15,2.7
000421,南京公用,6.95,39.92,39.91,25.83,1.55,11.38,8.11,-12.12,14.42,48.97,8.56,4.95,72.93,28,11,4,2,4.16,2.85
300384,三联虹普,17.11,54.58,37.68,20.21,2.7,-5.57,14.9,-11.4,13.27,38.82,23.24,14.78,57.24,31,9,4,2,4.02,2.75
300532,今天国际,12.42,56.39,53.63,19.2,2.94,11.89,9.69,-9.77,11.24,33.15,14.33,9.46,51.48,25,9,4,2,5.5,3.02
002997,瑞鹄模具,37.14,77.74,77.74,16.43,4.73,-0.99,10.99,-7.52,13.5,31.25,49.5,30.58,61.87,22,4,4,2,3.43,2.66
000931,中 关 村,5.27,39.69,39.58,60.15,0.66,16.59,11.38,-10.45,8.09,25.06,5.86,3.92,49.49,33,10,4,2,6.41,3.19
300388,节能国祯,8.16,55.57,55.47,16.38,3.39,16.07,15.91,-8.91,6.64,24.12,10.62,5.98,77.59,25,11,4,2,6.36,3.0
603558,健盛集团,11.09,38.0,38.0,9.23,4.12,6.23,11.21,-8.24,7.16,23.07,13.5,7.33,84.17,31,7,4,2,3.73,2.76
688581,安杰思,63.98,51.9,26.59,21.99,2.36,11.5,15.24,-11.31,9.58,21.73,88.96,51.76,71.87,23,15,4,2,5.46,2.7
605377,华旺科技,8.59,47.82,47.82,17.37,2.75,-11.35,9.71,-9.04,4.95,21.46,10.5,7.62,37.8,27,16,4,2,5.83,2.97
603615,茶花股份,24.95,60.33,60.33,769.39,0.08,13.41,17.95,-9.38,7.3,20.79,29.68,19.04,55.88,23,8,4,2,3.65,2.85
002412,汉森制药,6.83,34.37,34.0,31.23,1.1,16.16,8.31,-10.19,8.9,18.85,7.36,5.21,41.27,29,9,4,2,3.53,2.69
603713,密尔克卫,59.21,93.63,93.63,13.38,7.0,16.39,8.84,-8.66,4.84,10.29,70.87,42.5,66.75,28,8,4,2,2.71,2.29
001388,信通电子,44.92,70.08,14.02,74.48,0.94,-19.97,4.74,-17.66,43.48,234.57,69.4,42.01,65.2,19,6,3,2,3.47,2.74
603210,泰鸿万立,20.23,68.86,15.25,35.54,1.94,-18.36,5.14,-14.85,31.78,195.77,39.5,19.01,107.79,27,7,3,2,3.51,2.8
301085,亚康股份,57.7,50.07,33.99,1386.79,0.04,-15.56,12.07,-15.37,24.98,92.75,91.73,46.88,95.67,24,13,3,2,3.3,2.62
300709,精研科技,47.3,88.01,70.61,43.79,2.01,16.42,20.6,-18.97,30.68,83.49,61.5,25.87,137.73,26,12,3,2,4.59,2.59
300479,神思电子,19.98,39.37,39.35,-27.95,,-2.11,15.97,-11.15,21.3,66.84,25.8,15.87,62.57,25,6,3,2,3.02,2.35
300691,联合光电,17.65,47.49,38.96,-146.16,,-4.44,13.88,-13.74,16.84,55.11,25.08,14.11,77.75,28,9,3,2,4.44,3.07
002785,万里石,37.11,84.1,71.81,3135.49,0.03,14.54,12.15,-12.42,18.91,45.44,40.9,22.7,80.18,31,14,3,2,4.25,2.81
300369,绿盟科技,8.19,66.39,66.18,-25.39,,14.07,15.11,-9.63,11.51,29.9,9.29,5.83,59.35,27,9,3,2,3.28,2.42
000913,钱江摩托,15.87,83.57,73.52,19.57,4.27,-15.76,9.22,-7.2,7.53,25.82,19.44,13.49,44.11,29,9,3,2,3.76,2.99
605077,华康股份,15.43,46.76,46.2,20.83,2.24,16.54,7.63,-8.62,5.62,17.32,20.0,12.41,61.16,24,12,3,2,5.98,3.06
301296,新巨丰,8.8,36.96,25.42,40.75,0.91,-8.05,6.1,-9.89,6.67,17.09,10.44,7.74,34.88,30,7,3,2,4.8,3.06
603387,基蛋生物,8.69,44.07,44.07,20.59,2.14,12.71,4.13,-9.31,5.24,16.21,8.95,7.13,25.53,27,4,3,2,2.55,2.4
002737,葵花药业,15.14,88.42,88.42,-197.72,,-13.09,5.38,-9.6,4.25,13.41,19.54,14.36,36.07,23,7,3,2,3.89,2.83
603689,皖天然气,8.33,43.82,43.41,12.53,3.5,1.71,3.69,-8.42,3.76,11.38,9.19,7.48,22.86,31,5,3,2,2.58,2.24
603661,恒林股份,31.92,44.39,44.39,11.94,3.72,12.59,6.52,-13.44,3.55,10.65,35.26,21.63,63.01,29,12,3,2,4.83,2.95
300154,瑞凌股份,9.48,42.62,29.87,33.02,1.29,-4.34,13.79,-12.45,14.58,56.19,13.15,7.09,85.47,26,6,2,2,3.05,2.42
002282,博深股份,7.52,39.62,37.98,19.09,2.08,-5.05,9.09,-10.82,7.77,31.38,8.79,6.08,44.57,32,4,2,2,3.37,2.56
002876,三利谱,24.34,42.32,36.25,70.55,0.6,-12.03,13.12,-11.98,10.55,27.85,29.45,19.8,48.74,30,7,2,2,3.24,2.54
002843,泰嘉股份,21.38,53.82,53.62,69.72,0.77,-13.93,17.3,-14.01,27.1,76.73,31.06,16.15,92.32,34,15,6,1,4.15,2.72
603666,亿嘉和,32.54,66.88,66.88,-118.54,,9.05,21.42,-15.89,19.77,58.17,41.6,23.9,74.06,35,9,6,1,4.03,2.64
603499,翔港科技,22.34,67.6,67.6,53.11,1.27,12.49,15.02,-15.01,11.09,32.07,23.53,14.31,64.43,29,17,6,1,4.27,2.68
301202,朗威股份,42.69,58.23,15.87,78.01,0.75,8.05,21.69,-11.69,52.35,198.08,58.22,30.15,93.1,25,11,5,1,3.24,2.51
003005,竞业达,22.39,51.81,28.43,-115.62,,7.54,25.34,-12.41,31.27,131.78,30.86,17.31,78.28,27,18,5,1,5.04,2.95
603887,城地香江,14.8,89.1,88.1,2342.27,0.04,-3.33,13.46,-9.09,22.99,103.39,24.2,13.2,83.33,30,7,5,1,3.13,2.42
301328,维峰电子,51.08,56.13,25.8,51.59,1.09,16.12,13.43,-12.77,29.7,81.27,53.2,29.31,81.51,27,4,5,1,3.91,2.87
002869,金溢科技,25.02,44.26,39.41,-112.11,,-3.95,12.15,-12.05,15.81,41.61,33.55,19.63,70.91,29,13,5,1,4.38,2.76
603566,普莱柯,13.05,45.16,45.16,21.56,2.09,11.44,9.16,-8.89,7.53,28.03,15.59,10.69,45.84,25,9,5,1,3.66,2.88
300833,浩洋股份,43.76,55.35,35.56,30.92,1.79,6.47,17.55,-15.95,8.04,24.35,49.4,27.05,82.62,25,13,5,1,4.35,2.79
688677,海泰新光,48.34,57.95,57.95,31.87,1.82,13.21,12.79,-13.77,6.32,17.17,57.0,26.63,114.04,25,16,5,1,3.55,2.53
603400,华之杰,56.68,56.68,11.34,38.44,1.47,7.0,16.75,-10.13,59.68,357.44,96.1,45.25,112.38,19,8,4,1,3.5,2.85
301458,钧崴电子,34.68,92.48,40.74,60.75,1.52,-7.59,12.84,-16.58,51.49,273.91,50.84,24.24,109.74,32,9,4,1,3.58,2.89
603863,松炀资源,18.95,38.78,38.78,-33.53,,9.35,15.85,-15.05,22.58,56.59,24.98,10.25,143.71,26,9,4,1,3.49,2.31
002949,华阳国际,15.52,30.43,23.57,32.32,0.94,-7.95,13.79,-19.72,14.01,40.51,19.73,12.21,61.59,30,11,4,1,3.88,2.81
300292,吴通控股,4.81,64.54,53.68,52.74,1.22,-8.9,6.37,-8.5,16.95,36.32,5.76,3.81,51.18,31,6,4,1,2.83,2.28
300504,天邑股份,15.44,41.85,33.7,-56.82,,-0.83,9.17,-11.86,10.5,21.82,18.38,11.61,58.31,31,7,4,1,3.36,2.68
300880,迦南智能,19.27,37.6,37.6,41.32,0.91,-10.58,5.54,-9.41,8.54,21.53,25.61,17.0,50.65,33,12,4,1,4.49,2.77
601588,北辰实业,1.78,59.93,47.35,-2.07,,4.71,12.43,-8.74,5.74,14.56,2.21,1.49,48.32,29,7,4,1,3.44,2.71
301630,同宇新材,174.1,69.64,17.41,50.85,1.37,-14.25,13.24,-15.19,62.86,224.33,237.9,157.01,51.52,12,3,3,1,4.1,2.71
603120,肯特催化,39.4,35.62,8.9,53.05,0.67,-3.46,8.0,-11.93,59.25,196.33,59.66,35.0,70.46,24,6,3,1,4.18,2.51
920015,锦华新材,53.86,73.02,20.33,35.88,2.04,-2.02,20.25,-15.37,82.87,178.91,70.35,36.03,95.25,10,1,3,1,2.57,2.57
002902,铭普光磁,21.98,51.65,39.04,-25.9,,4.42,10.89,-10.66,33.73,110.51,26.5,14.25,85.96,28,9,3,1,3.97,2.58
603803,瑞斯康达,10.69,45.42,45.42,-72.35,,-3.61,28.18,-14.98,26.48,105.1,14.69,7.3,101.23,32,13,3,1,4.38,2.92
301503,智迪科技,38.0,30.4,12.34,29.58,1.03,1.12,16.71,-14.11,19.6,102.92,49.04,27.05,81.29,23,1,3,1,3.22,3.22
300681,英搏尔,26.4,80.77,59.87,40.69,1.99,-3.9,22.56,-10.5,26.57,77.73,44.33,23.28,90.42,24,7,3,1,2.65,2.27
301552,科力装备,39.19,37.31,9.33,22.83,1.63,2.19,8.37,-14.88,30.62,74.15,44.71,27.11,64.92,35,7,3,1,3.66,2.62
300107,建新股份,7.04,39.62,24.45,497.23,0.08,-19.63,10.04,-11.32,13.37,36.97,10.51,6.31,66.56,29,11,3,1,5.23,3.02
301239,普瑞眼科,34.06,50.96,50.96,233.77,0.22,-18.75,9.0,-14.97,10.23,30.87,57.5,30.6,87.91,29,6,3,1,3.87,2.79
301062,上海艾录,8.97,38.78,27.95,-60.62,,-17.48,7.36,-11.25,13.47,27.85,12.93,6.81,89.87,29,9,3,1,4.02,3.02
000589,贵州轮胎,5.05,78.51,77.63,13.09,6.0,9.07,7.17,-8.97,7.02,21.44,5.31,3.97,33.75,28,7,3,1,3.77,3.01
600422,昆药集团,12.87,97.42,97.42,27.13,3.59,-18.9,11.18,-9.86,6.86,18.85,18.34,12.24,49.84,28,7,3,1,3.3,2.52
003006,百亚股份,21.01,90.27,90.04,27.68,3.26,-9.17,17.71,-11.16,5.44,15.37,34.99,19.66,77.98,30,12,3,1,6.01,2.66
688533,上声电子,30.33,49.39,49.39,27.45,1.8,-14.68,10.44,-12.19,5.86,14.42,40.2,23.08,74.18,27,8,3,1,3.15,2.37
000517,荣安地产,1.83,58.27,45.6,-68.03,,-14.49,11.22,-9.95,5.9,13.7,2.32,1.67,38.92,34,3,3,1,2.76,2.41
600335,国机汽车,6.54,97.82,97.82,20.32,4.81,6.0,5.24,-10.71,5.15,10.14,7.0,5.39,29.87,26,4,3,1,2.36,2.19
300864,南大环境,20.6,32.53,32.53,20.56,1.58,6.4,4.58,-10.97,3.78,8.56,21.99,16.65,32.07,29,7,3,1,3.11,2.57
603197,保隆科技,38.67,82.62,82.62,31.29,2.64,8.41,23.55,-12.97,13.22,37.45,54.16,31.49,71.99,28,10,7,0,3.67,2.59
688512,慧智微-U,11.68,54.53,37.91,-33.41,,16.45,9.82,-9.67,15.5,43.01,14.13,7.53,87.65,24,4,6,0,3.82,2.49
301596,瑞迪智驱,79.01,60.97,24.74,57.67,1.06,1.61,33.81,-12.38,37.21,197.68,122.78,64.84,89.36,25,6,5,0,3.11,2.33
301598,博科测试,65.89,38.81,11.56,37.32,1.04,-4.89,12.87,-14.3,36.82,116.78,78.0,47.3,64.9,34,7,5,0,4.0,2.72
688696,极米科技,111.32,77.92,77.92,73.37,1.06,-2.51,16.63,-11.29,7.44,19.83,136.98,95.14,43.98,29,10,5,0,3.95,2.77
300249,依米康,15.85,69.82,59.19,189.4,0.37,18.55,50.48,-20.78,43.95,156.57,22.4,10.42,114.97,26,10,4,0,4.52,2.73
002577,雷柏科技,18.55,52.07,52.06,476.69,0.11,-8.53,24.36,-11.67,12.7,65.93,30.0,15.83,89.51,27,7,4,0,2.81,2.38
688595,芯海科技,35.0,50.43,50.43,-60.06,,11.29,23.94,-11.04,13.83,35.03,49.5,28.4,74.3,22,2,4,0,2.38,2.37
002832,比音勒芬,15.38,87.77,59.89,10.62,8.26,-16.77,3.59,-8.02,8.89,24.26,20.38,14.87,37.05,27,6,4,0,3.19,2.38
688391,钜泉科技,30.64,35.29,35.29,59.43,0.59,5.98,6.49,-9.88,8.72,21.75,34.16,23.4,45.98,29,1,4,0,2.03,2.03
600512,腾达建设,2.47,39.37,39.21,18.75,2.1,9.29,4.49,-8.58,7.21,20.64,2.71,1.97,37.56,35,4,4,0,2.95,2.63
920100,三协电机,71.0,52.4,12.14,85.16,0.62,-10.27,13.19,-12.6,76.67,308.07,96.37,56.18,71.54,8,4,3,0,4.59,2.9
301491,汉桑科技,58.33,75.25,15.79,36.1,2.08,-13.1,8.86,-10.49,49.18,183.37,110.0,53.92,104.01,15,2,3,0,2.46,2.24
301220,亚香股份,37.51,42.3,29.2,26.22,1.61,17.62,43.89,-9.56,27.16,115.63,64.34,23.94,168.76,24,10,3,0,3.5,2.47
920007,酉立智能,71.98,31.98,7.66,28.67,1.12,-12.45,4.77,-9.02,27.07,99.37,97.8,67.54,44.8,9,7,3,0,4.75,2.57
688255,凯尔达,37.31,40.99,40.99,241.04,0.17,-10.55,20.51,-14.11,20.8,92.41,50.83,24.71,105.71,24,9,3,0,3.39,2.51
002035,华帝股份,6.26,53.06,48.96,11.19,4.74,-6.71,6.8,-8.56,7.01,20.43,7.48,5.91,26.57,32,1,3,0,3.13,3.13
300110,华仁药业,3.34,39.49,39.44,54.26,0.73,-0.6,7.01,-9.39,8.72,17.48,3.75,2.71,38.38,27,2,3,0,2.38,2.24
605009,豪悦护理,32.45,69.79,69.64,25.74,2.71,18.65,12.03,-14.71,7.42,16.78,52.28,25.23,107.21,27,9,3,0,4.85,3.03
